Văn bản,tình trạng,loại bản ghi,Sơ cứu tại nhà (dành cho mèo),Giống loài,Sơ cứu tại nhà,,,,,,,,,,
Quá mẫn cảm với vết cắn của bọ chét là chẩn đoán phân biệt chính với chứng ngứa lưng ở đuôi.,Kích ứng da,Ghi chú lâm sàng,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Thảo luận về liệu pháp xạ trị giảm đau xương.,Các vấn đề về khả năng di chuyển,Ghi chú lâm sàng,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Con chồn sương hôm nay không ăn gì và nôn ra chất lỏng màu xanh lục.,Các vấn đề về tiêu hóa,Quan sát của chủ sở hữu,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
Chó của tôi bị sưng tấy chứa đầy dịch (u nang?) dưới da.,Kích ứng da,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Chó,Ngăn ngừa liếm; vệ sinh bằng thuốc sát trùng nhẹ; tham khảo ý kiến ​​bác sĩ thú y nếu tình trạng trở nên tồi tệ hơn.,,,,,,,,,,
"Khuyến nghị chế độ ăn dễ tiêu hóa, ít chất béo để phục hồi.",Các vấn đề về tiêu hóa,Ghi chú lâm sàng,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
"Cung cấp hướng dẫn sau phẫu thuật để sửa chữa tụ máu tai (ví dụ: chăm sóc ống dẫn lưu, sử dụng vòng cổ điện tử).",Nhiễm trùng tai,Ghi chú lâm sàng,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
"Khi khám, phát hiện thấy lượng lớn phân bọ chét. Chẩn đoán: Nhiễm Ctenocephalides felis.",Ký sinh trùng,Ghi chú lâm sàng,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Mèo của tôi mắc hội chứng Horner liên quan đến nhiễm trùng tai.,Nhiễm trùng tai,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Chuyển đến bác sĩ thần kinh để chụp MRI và phẫu thuật giải áp để điều trị IVDD.,Các vấn đề về khả năng di chuyển,Ghi chú lâm sàng,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
"Chó đi ngoài phân nhiều, nhờn và có mùi hôi.",Các vấn đề về tiêu hóa,Quan sát của chủ sở hữu,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Chó,Ngừng cho ăn trong 12 giờ; cung cấp lượng nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng vẫn tiếp diễn.,,,,,,,,,,
Thỏ nhà tôi đã chán ăn trong nhiều ngày nay.,Các vấn đề về tiêu hóa,Quan sát của chủ sở hữu,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con thỏ,Giữ thỏ ấm áp và yên tĩnh; tránh tiếp xúc quá nhiều; nhanh chóng tham khảo ý kiến ​​bác sĩ thú y chuyên khoa thú y.,,,,,,,,,,
Tai chó nhờn và lông xung quanh tai bị rối.,Nhiễm trùng tai,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Chó,Giữ cho chó bình tĩnh và an toàn; quan sát và liên hệ với bác sĩ thú y.,,,,,,,,,,
Chó bị tiêu chảy và có thể nhìn thấy những mảnh thức ăn chưa tiêu hóa.,Các vấn đề về tiêu hóa,Quan sát của chủ sở hữu,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Chó,Ngừng cho ăn trong 12 giờ; cung cấp lượng nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng vẫn tiếp diễn.,,,,,,,,,,
Nhiễm Psoroptes cuniculi (ve tai thỏ) gây viêm tai ngoài.,Ký sinh trùng,Ghi chú lâm sàng,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con thỏ,Giữ thỏ ấm áp và yên tĩnh; tránh tiếp xúc quá nhiều; nhanh chóng tham khảo ý kiến ​​bác sĩ thú y chuyên khoa thú y.,,,,,,,,,,
Chó của tôi bị dị ứng thức ăn dẫn đến nhiễm trùng tai.,Nhiễm trùng tai,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Chó,Giữ cho chó bình tĩnh và an toàn; quan sát và liên hệ với bác sĩ thú y.,,,,,,,,,,
Sờ trực tràng thấy khối u chắc; khuyến cáo nên sinh thiết.,Các vấn đề về tiêu hóa,Ghi chú lâm sàng,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
Giảm phạm vi chuyển động và tiếng lạo xạo được ghi nhận ở hai bên hông; nghi ngờ bị viêm xương khớp (OA)/tình trạng thoái hóa khớp (DJD).,Các vấn đề về khả năng di chuyển,Ghi chú lâm sàng,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Chó của tôi bị rách dây chằng chéo trước (CCL) và cần phải phẫu thuật.,Các vấn đề về khả năng di chuyển,Quan sát của chủ sở hữu,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Chó,Giữ cho chó bình tĩnh và an toàn; quan sát và liên hệ với bác sĩ thú y.,,,,,,,,,,
Viêm dạ dày ruột xuất huyết (HGE) nghi ngờ do phân có mùi giống mứt mâm xôi và PCV tăng cao.,Các vấn đề về tiêu hóa,Ghi chú lâm sàng,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
Chó của tôi đã xét nghiệm dương tính với bệnh Anaplasmosis sau khi bị ve cắn.,Ký sinh trùng,Quan sát của chủ sở hữu,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Chó,Giữ cho chó bình tĩnh và an toàn; quan sát và liên hệ với bác sĩ thú y.,,,,,,,,,,
"Có một vùng ẩm ướt, đỏ và đau ở hông chó của tôi đột nhiên xuất hiện.",Kích ứng da,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Chó,Ngăn ngừa liếm; vệ sinh bằng thuốc sát trùng nhẹ; tham khảo ý kiến ​​bác sĩ thú y nếu tình trạng trở nên tồi tệ hơn.,,,,,,,,,,
Chồn sương kêu lên khi tai của nó được kiểm tra.,Nhiễm trùng tai,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
"Chó con bị tiêu chảy từng đợt, đôi khi bình thường, đôi khi phân lỏng.",Các vấn đề về tiêu hóa,Quan sát của chủ sở hữu,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Chó,Ngừng cho ăn trong 12 giờ; cung cấp lượng nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng vẫn tiếp diễn.,,,,,,,,,,
Viêm tai giữa tái phát có thể là do dị ứng thực phẩm tiềm ẩn. Bắt đầu thử chế độ ăn kiêng.,Nhiễm trùng tai,Ghi chú lâm sàng,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
"Nhiễm giun Trixacarus caviae ở chuột lang gây ngứa dữ dội, bong tróc da, co giật. Điều trị bằng ivermectin/selamectin.",Ký sinh trùng,Ghi chú lâm sàng,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con lợn,"Giữ lợn ở nơi thoáng mát, sạch sẽ; khuyến khích lợn uống nước; liên hệ với bác sĩ thú y nếu tình trạng không cải thiện.",,,,,,,,,,
Hãy cân nhắc việc tẩy giun theo kinh nghiệm bằng thuốc tẩy giun phổ rộng.,Các vấn đề về tiêu hóa,Ghi chú lâm sàng,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
Đau khi ấn vào gân cơ nhị đầu và gập vai.,Các vấn đề về khả năng di chuyển,Ghi chú lâm sàng,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Đã loại bỏ ve Amblyomma americanum; khuyên nên theo dõi các dấu hiệu của bệnh Ehrlichiosis.,Ký sinh trùng,Ghi chú lâm sàng,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Chuột lang dường như không thể di chuyển bình thường sau khi bị thả rơi.,Các vấn đề về khả năng di chuyển,Quan sát của chủ sở hữu,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Con lợn,"Giữ lợn ở nơi thoáng mát, sạch sẽ; khuyến khích lợn uống nước; liên hệ với bác sĩ thú y nếu tình trạng không cải thiện.",,,,,,,,,,
"Thỏ không ăn viên thức ăn, chỉ ăn rau xanh.",Các vấn đề về tiêu hóa,Quan sát của chủ sở hữu,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con thỏ,Giữ thỏ ấm áp và yên tĩnh; tránh tiếp xúc quá nhiều; nhanh chóng tham khảo ý kiến ​​bác sĩ thú y chuyên khoa thú y.,,,,,,,,,,
Chó của tôi bị phát ban sau khi bơi ở hồ.,Kích ứng da,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Chó,Ngăn ngừa liếm; vệ sinh bằng thuốc sát trùng nhẹ; tham khảo ý kiến ​​bác sĩ thú y nếu tình trạng trở nên tồi tệ hơn.,,,,,,,,,,
Cung cấp cho khách hàng tài liệu hướng dẫn chi tiết về chiến lược kiểm soát bọ chét toàn diện (thú cưng và môi trường).,Ký sinh trùng,Ghi chú lâm sàng,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Mèo bị trầy xước và đóng vảy quanh tai do gãi.,Nhiễm trùng tai,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Mèo của tôi có vẻ bị viêm sâu bên trong tai.,Nhiễm trùng tai,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Ghi lại ngày và địa điểm loại bỏ ve.,Ký sinh trùng,Ghi chú lâm sàng,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Xét nghiệm lipase tụy (cPL) ở chó dương tính. Phù hợp với viêm tụy.,Các vấn đề về tiêu hóa,Ghi chú lâm sàng,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Chó,Ngừng cho ăn trong 12 giờ; cung cấp lượng nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng vẫn tiếp diễn.,,,,,,,,,,
"Mèo liên tục gãi quanh cổ, khiến lông bị rụng.",Kích ứng da,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Thỏ nhà tôi bị đóng vảy bên trong tai.,Nhiễm trùng tai,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con thỏ,Giữ thỏ ấm áp và yên tĩnh; tránh tiếp xúc quá nhiều; nhanh chóng tham khảo ý kiến ​​bác sĩ thú y chuyên khoa thú y.,,,,,,,,,,
"Khuyến cáo nên bắt đầu sử dụng sản phẩm isoxazoline hàng tháng (ví dụ: Bravecto, Nexgard, Simparica) để kiểm soát bọ chét/ve.",Ký sinh trùng,Ghi chú lâm sàng,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
"Tổn thương đóng vảy ở rìa đỉnh đầu và các điểm tỳ đè; xem xét viêm mạch, bệnh pemphigus, bệnh da đáp ứng với kẽm.",Kích ứng da,Ghi chú lâm sàng,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Tai của chú chó con có vẻ nóng khi chạm vào.,Nhiễm trùng tai,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Chó,Giữ cho chó bình tĩnh và an toàn; quan sát và liên hệ với bác sĩ thú y.,,,,,,,,,,
Nôn sau bữa ăn; xét nghiệm xem có bị không dung nạp thực phẩm không.,Các vấn đề về tiêu hóa,Ghi chú lâm sàng,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
"Chuột lang bị nhiễm ve ghẻ, gây ngứa dữ dội và co giật.",Ký sinh trùng,Quan sát của chủ sở hữu,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con lợn,"Giữ lợn ở nơi thoáng mát, sạch sẽ; khuyến khích lợn uống nước; liên hệ với bác sĩ thú y nếu tình trạng không cải thiện.",,,,,,,,,,
Khám trực tràng thấy có phân đen; gợi ý chảy máu đường tiêu hóa trên.,Các vấn đề về tiêu hóa,Ghi chú lâm sàng,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
Nhấn mạnh tầm quan trọng của việc dọn phân khỏi sân hàng ngày để phá vỡ vòng đời của ký sinh trùng.,Ký sinh trùng,Ghi chú lâm sàng,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
"Chó bị ngứa dữ dội, đặc biệt là vào ban đêm.",Kích ứng da,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Chó,Ngăn ngừa liếm; vệ sinh bằng thuốc sát trùng nhẹ; tham khảo ý kiến ​​bác sĩ thú y nếu tình trạng trở nên tồi tệ hơn.,,,,,,,,,,
